Student_ID,Name,Program,Year,Email
S3189,Nicholas Johnson,Engineering,2nd,scottmartinez@example.net
S3190,Jeffrey Collins,Business Analytics,2nd,gonzalestheresa@example.com
S3191,Keith Holmes,Business Analytics,1st,ramirezedwin@example.net
S3192,Rebecca Cole,Engineering,1st,sdunn@example.org
S3193,Ann Bennett,Computer Science,2nd,jenniferbaker@example.org
S3194,Clayton Joseph,Computer Science,2nd,delacruzeugene@example.com
S3195,April Sandoval,Engineering,4th,jcastillo@example.com
S3196,Greg Dean,Data Science,1st,martincarla@example.com
S3197,Thomas West,Engineering,2nd,xlee@example.com
S3198,Katherine Williams,Computer Science,1st,stevensonbob@example.org
S3199,Donald Chambers,Data Science,2nd,courtney65@example.org
S3200,Donna Baird,Business Analytics,1st,taraward@example.net
S3201,William Watkins,Business Analytics,1st,collinsmartin@example.net
S3202,Christine Marquez,Data Science,1st,nramos@example.net
S3203,Tracy Massey,Engineering,3rd,pattonallison@example.org
S3204,Sabrina Johnson,Computer Science,1st,mmarshall@example.com
S3205,Joshua Combs,Computer Science,4th,codysmith@example.com
S3206,Christopher Williams,Computer Science,4th,bblack@example.org
S3207,Jeffery Byrd,Data Science,4th,jackwolf@example.org
S3208,Brittany Grant,Computer Science,1st,amber73@example.org
S3209,Tammy Thornton DVM,Computer Science,2nd,kromero@example.com
S3210,Frank Jimenez,Business Analytics,3rd,ashley41@example.net
S3211,Melanie Gonzalez,Business Analytics,3rd,campbellsteve@example.net
S3212,Anthony Landry,Engineering,3rd,danielleanderson@example.org
S3213,Stephanie Reid,Business Analytics,2nd,hroth@example.com
S3214,Steven Charles,Business Analytics,1st,sullivanjeffrey@example.com
S3215,Devon Gonzalez,Business Analytics,2nd,oliverbetty@example.org
S3216,Jesus Franklin,Engineering,2nd,taylormadison@example.net
S3217,Zachary Evans,Business Analytics,1st,melinda10@example.org
S3218,Carlos Miranda,Computer Science,4th,mkelley@example.com
S3219,Connor Horton,Business Analytics,2nd,weavertravis@example.org
S3220,Heidi Hammond,Data Science,2nd,julie82@example.org
S3221,Dale Macdonald,Business Analytics,1st,geraldnguyen@example.com
S3222,Brittney Martinez,Business Analytics,3rd,tanyahenderson@example.com
S3223,Laura Hill,Data Science,1st,clintonmckenzie@example.org
S3224,James Callahan,Computer Science,4th,gregory51@example.org
S3225,Shawn Lee,Business Analytics,2nd,boydkimberly@example.net
S3226,Kenneth Montgomery,Engineering,3rd,debra17@example.com
S3227,Travis Casey MD,Data Science,2nd,brian41@example.org
S3228,Jeffrey Perkins,Data Science,4th,hallheather@example.com
S3229,Diane Weaver,Engineering,1st,jay54@example.net
S3230,Jonathon Young,Computer Science,4th,jennifer11@example.com
S3231,Alexandra Walker,Computer Science,1st,ymoore@example.com
S3232,Michael Hardin,Business Analytics,1st,ybailey@example.org
S3233,Aaron Conner,Computer Science,1st,raymond56@example.net
S3234,Lawrence Parker,Computer Science,1st,ismith@example.net
S3235,Pamela Schmitt,Data Science,2nd,kelly74@example.net
S3236,Jerry Colon,Computer Science,4th,angelaweaver@example.org
S3237,Aaron Riley,Engineering,1st,sanderskatherine@example.org
S3238,Phillip Fritz,Data Science,2nd,robert91@example.net
S3239,Tamara Clements,Data Science,2nd,hball@example.net
S3240,Emily Wyatt,Business Analytics,1st,awalsh@example.com
S3241,Joyce Day DDS,Business Analytics,2nd,rwade@example.org
S3242,Jesus Dalton,Computer Science,2nd,kleinmark@example.net
S3243,Angel Garrett,Computer Science,2nd,jesse65@example.org
S3244,Shane Ortiz,Computer Science,2nd,brianna73@example.org
S3245,Jeffrey Wood,Data Science,3rd,michaelvazquez@example.org
S3246,Kirk Manning,Data Science,1st,samantha31@example.org
S3247,Mary Hopkins,Computer Science,1st,jeremybates@example.net
S3248,Michaela Stevenson,Engineering,2nd,janetgonzales@example.com
S3249,Nicole Reeves,Computer Science,3rd,ibowen@example.net
S3250,Carlos Pacheco,Engineering,4th,anna07@example.net
S3251,Marie Henderson,Data Science,2nd,troy65@example.net
S3252,William Jenkins,Data Science,3rd,john27@example.com
S3253,Crystal Bowers,Data Science,1st,lesterfrancis@example.org
S3254,Eileen Moreno,Computer Science,2nd,kenneth25@example.net
S3255,Kathleen York,Computer Science,3rd,lisasmith@example.com
S3256,Melissa Douglas,Engineering,2nd,latashagates@example.net
S3257,Diane Roberts,Engineering,3rd,andrewskinner@example.com
S3258,Heather Morris,Computer Science,1st,daniel72@example.com
S3259,Benjamin Castro,Computer Science,2nd,twang@example.org
S3260,Andrew Dougherty,Engineering,1st,gwright@example.org
S3261,Louis Clark,Data Science,1st,millerchristopher@example.net
S3262,Robert Wood,Engineering,1st,michael39@example.org
S3263,Martin Herrera,Engineering,1st,fgriffin@example.com
S3264,Adam Curtis,Engineering,4th,johnbrooks@example.com
S3265,David Freeman,Engineering,3rd,sanchezstephen@example.org
S3266,Jonathan Hoffman,Data Science,3rd,keithevans@example.org
S3267,Mark Reyes,Business Analytics,2nd,roachchristina@example.net
S3268,John Clarke,Engineering,3rd,barberlaura@example.net
S3269,Clinton Singh,Engineering,4th,stevejohnson@example.com
S3270,Taylor Richardson,Business Analytics,4th,olivia20@example.org
S3271,Cynthia Edwards,Data Science,3rd,mercedesturner@example.org
S3272,John Montgomery,Computer Science,4th,fuentesmarc@example.org
S3273,Kyle Ellis,Data Science,4th,jenniferharris@example.com
S3274,Timothy Bishop,Business Analytics,3rd,barrettkaren@example.net
S3275,Tammy Riley,Engineering,1st,uhebert@example.net
S3276,Bruce Mejia,Business Analytics,4th,kimhayes@example.net
S3277,Brian Gutierrez,Data Science,2nd,sarahjoyce@example.com
S3278,Cody Smith,Data Science,3rd,jenniferkhan@example.org
S3279,Dr. Rick Taylor Jr.,Data Science,3rd,kelseybenson@example.org
S3280,Amanda Dalton,Data Science,1st,jreed@example.com
S3281,Samantha Robinson,Computer Science,4th,aprilgonzalez@example.org
S3282,Ronnie Gilmore,Business Analytics,4th,gsmall@example.com
S3283,Brendan Davis,Computer Science,1st,laurapruitt@example.org
S3284,Mackenzie White,Business Analytics,2nd,wpollard@example.net
S3285,Laura Johnson,Data Science,2nd,robertrogers@example.org
S3286,Pamela Joseph,Engineering,2nd,ian95@example.net
S3287,Joseph Wright,Business Analytics,3rd,alibarry@example.org
S3288,Dustin Smith,Business Analytics,2nd,ccarter@example.net
S3289,Crystal Brown,Data Science,2nd,stevesmith@example.org
S3290,Debra Hoover,Data Science,1st,kara13@example.org
S3291,Michael Copeland,Data Science,3rd,mwilson@example.org
S3292,Daniel Garcia,Engineering,2nd,katherinepittman@example.com
S3293,Stephanie Adams,Data Science,4th,hcochran@example.com
S3294,Kristin Yang,Computer Science,2nd,gonzalezjames@example.com
S3295,Brenda Ortega,Computer Science,4th,javierwest@example.com
S3296,Michele Franco,Engineering,4th,mcdonaldchristopher@example.org
S3297,Kenneth Peters,Engineering,4th,adam98@example.com
S3298,Wendy Esparza,Engineering,3rd,darren44@example.net
S3299,Christina Carter,Computer Science,2nd,zanderson@example.org
S3300,William Singleton,Engineering,3rd,dorseyjennifer@example.net
S3301,Tara Johnson,Business Analytics,2nd,mknox@example.net
S3302,Charles Mora,Computer Science,3rd,peterskelly@example.com
S3303,Karen Williams,Computer Science,1st,rioslaurie@example.org
S3304,Lisa Torres,Engineering,1st,peter98@example.net
S3305,Derrick Klein,Computer Science,4th,thompsondenise@example.org
S3306,Eric Chavez,Business Analytics,2nd,kimberly27@example.net
S3307,Kristine Rodriguez,Computer Science,4th,pclark@example.net
S3308,Anne Shelton,Business Analytics,1st,kristijohnson@example.com
S3309,Patricia Tucker,Data Science,4th,zhayes@example.com
S3310,Sandy Prince,Computer Science,1st,lunastephanie@example.org
S3311,Shawn Daugherty,Computer Science,1st,annette84@example.net
S3312,Alyssa Barajas,Business Analytics,2nd,judith60@example.com
S3313,Christopher Reese,Business Analytics,1st,ariasmary@example.org
S3314,Catherine Torres,Business Analytics,3rd,callahanemily@example.net
S3315,Stephanie Ward,Computer Science,3rd,mckenziesmith@example.com
S3316,Jessica Smith,Engineering,4th,john51@example.org
S3317,Ashley Cruz,Computer Science,4th,anthony16@example.com
S3318,Jennifer Thomas,Computer Science,2nd,patriciachandler@example.org
S3319,Crystal Sanders,Data Science,3rd,pbarnes@example.net
S3320,Emily Morris,Data Science,2nd,chenricky@example.com
S3321,Amy Velasquez,Business Analytics,4th,smithdeborah@example.com
S3322,Raymond Dougherty,Computer Science,1st,qgray@example.com
S3323,Mary Sutton,Business Analytics,2nd,chelseabarnett@example.com
S3324,Mitchell Wright,Computer Science,2nd,zharrington@example.org
S3325,Kenneth Collins,Business Analytics,3rd,danmartinez@example.org
S3326,Anthony Galvan,Business Analytics,3rd,sboone@example.net
S3327,Miss Ashley Aguilar,Business Analytics,2nd,justin91@example.net
S3328,John Odom,Computer Science,2nd,anthonywade@example.com
S3329,Tiffany Bishop,Computer Science,4th,regina98@example.com
S3330,Paul Green,Computer Science,4th,xglover@example.net
S3331,Cheryl Mccullough,Engineering,2nd,seanbailey@example.com
S3332,Leonard Smith,Computer Science,3rd,ukennedy@example.org
S3333,Linda Ferguson,Data Science,1st,terrykathryn@example.org
S3334,Christina Fisher,Business Analytics,1st,quinnjill@example.org
S3335,Andrew Wilkerson,Engineering,1st,nbrown@example.net
S3336,Chad Francis,Computer Science,3rd,nbates@example.net
S3337,Monica Jones,Data Science,3rd,william24@example.com
S3338,Natalie Matthews,Engineering,2nd,lindseymcpherson@example.org
S3339,Jennifer Sanchez,Data Science,3rd,hendersonwilliam@example.com
S3340,Jacqueline Cook,Business Analytics,1st,washingtonwilliam@example.net
S3341,Michael Williams,Engineering,2nd,colleen93@example.org
S3342,Kenneth Gonzalez,Engineering,3rd,thompsonjohn@example.net
S3343,Christopher Barnett,Business Analytics,3rd,patricksnyder@example.org
S3344,Roy Blair,Computer Science,1st,peterbell@example.org
S3345,Dana Reeves,Engineering,4th,santosamy@example.com
S3346,Evelyn Booth,Engineering,1st,meredithneal@example.net
S3347,Jessica Cook,Engineering,4th,kathleen79@example.org
S3348,Nathan Cherry,Engineering,4th,weaversummer@example.com
S3349,Melissa Santana,Business Analytics,1st,elizabethcarlson@example.net
S3350,Megan Barnes,Business Analytics,4th,mmccormick@example.org
S3351,Kim Mcfarland,Engineering,3rd,sheilafranklin@example.org
S3352,George Good,Computer Science,4th,gnorton@example.com
S3353,John Bernard,Engineering,4th,rosedaniel@example.net
S3354,Justin White,Business Analytics,3rd,freemanrobert@example.com
S3355,Erica Mccormick,Business Analytics,3rd,samanthabarnes@example.com
S3356,Scott Burgess,Business Analytics,3rd,patrick74@example.net
S3357,Michael Gallegos,Business Analytics,2nd,randypadilla@example.com
S3358,Anthony Smith,Business Analytics,2nd,curtissmith@example.net
S3359,Geoffrey Garcia,Computer Science,4th,gilmorelucas@example.com
S3360,Scott Mason,Business Analytics,3rd,hmoore@example.com
S3361,Jason Jones,Engineering,4th,nicholas97@example.net
S3362,Louis Hampton,Data Science,3rd,michaelnichols@example.com
S3363,David Peterson,Engineering,3rd,amy71@example.net
S3364,Emily Burke,Engineering,1st,bankscrystal@example.org
S3365,Jacob Sullivan,Engineering,2nd,sean70@example.net
S3366,John Knox,Computer Science,3rd,bward@example.net
S3367,Robyn Harvey,Computer Science,4th,smithmarilyn@example.com
S3368,Jacob Johnson,Engineering,4th,elizabeth01@example.org
S3369,Anthony Washington,Data Science,1st,jgonzales@example.com
S3370,Mary Miller,Business Analytics,4th,qharmon@example.org
S3371,Daniel Ramos,Business Analytics,2nd,sarah68@example.net
S3372,Peter Todd,Computer Science,4th,sarahgould@example.com
S3373,Paul Peterson,Business Analytics,1st,michelle48@example.org
S3374,Tammy Ho,Engineering,1st,whitemichelle@example.com
S3375,Christopher Burns,Business Analytics,3rd,millerrhonda@example.com
S3376,Luke Morgan,Engineering,1st,zjohnson@example.net
S3377,Thomas Caldwell,Engineering,2nd,asmith@example.net
S3378,Jacob Gallagher,Computer Science,3rd,bryan29@example.com
S3379,Maurice Wells,Engineering,1st,jbest@example.org
S3380,John Todd,Engineering,4th,wboone@example.org
S3381,Jonathan Beltran,Data Science,2nd,rossjennifer@example.com
S3382,Steven Hudson,Engineering,1st,csimpson@example.net
S3383,Brandi Weber,Engineering,2nd,sali@example.net
S3384,Ryan Pollard,Engineering,3rd,ashleyhess@example.com
S3385,Joseph Carroll,Computer Science,3rd,snyderdavid@example.net
S3386,Melissa Cox,Computer Science,1st,elizabeth24@example.net
S3387,Christopher Santos,Business Analytics,1st,jacquelinefitzpatrick@example.org
S3388,Leslie Holder,Computer Science,4th,audreyfisher@example.org
S3389,Benjamin Carter,Data Science,2nd,vwalsh@example.net
S3390,Wendy Baxter,Data Science,3rd,anthony53@example.org
S3391,James Horne,Engineering,3rd,gking@example.org
S3392,Andrea Booker,Computer Science,3rd,okoch@example.net
S3393,Michael Fletcher,Business Analytics,4th,robert89@example.com
S3394,James Martin,Business Analytics,1st,howellshannon@example.net
S3395,Olivia Snyder,Business Analytics,2nd,hfranklin@example.org
S3396,Rebecca Allen,Engineering,1st,christymoore@example.com
S3397,Kimberly Stanley,Engineering,3rd,vmarshall@example.net
S3398,Renee Erickson,Computer Science,4th,stephaniegarcia@example.com
S3399,Victoria Moss,Data Science,1st,rosarionatasha@example.org
S3400,Peter Tucker,Computer Science,3rd,powellkathryn@example.com
S3401,Christopher Hudson,Data Science,3rd,fbryant@example.net
S3402,Laura Roberts,Data Science,1st,sarah43@example.org
S3403,Jason Wright,Computer Science,1st,lisadavis@example.net
S3404,Kathy Gomez,Business Analytics,1st,blackburnpatrick@example.net
S3405,Travis Riggs,Computer Science,2nd,cory62@example.org
S3406,Candice Jackson,Data Science,3rd,balvarez@example.com
S3407,Natalie Roberts,Computer Science,4th,lanemisty@example.com
S3408,Nicole Patel,Engineering,1st,christophervega@example.org
S3409,Christina Logan,Business Analytics,4th,millerjacqueline@example.com
S3410,Kristina Kline,Computer Science,2nd,tnichols@example.com
S3411,Andrew Murphy,Engineering,3rd,jeffrey04@example.com
S3412,Anthony Robinson,Business Analytics,3rd,david71@example.org
S3413,Michael Patel,Computer Science,2nd,duartevincent@example.net
S3414,Courtney Quinn,Business Analytics,2nd,henrykenneth@example.org
S3415,Kathleen Vasquez,Data Science,2nd,elizabethjohnson@example.org
S3416,Kayla Moss,Computer Science,1st,martintammy@example.com
S3417,Linda Conway,Engineering,4th,lovemichael@example.org
S3418,Noah Frazier,Data Science,2nd,katiegarrison@example.org
S3419,Joshua Dalton,Computer Science,3rd,gkennedy@example.org
S3420,Carol Rush,Data Science,2nd,gregory02@example.com
S3421,Jennifer Mcintyre,Computer Science,4th,ncrawford@example.com
S3422,Erik Willis,Engineering,1st,lisa94@example.net
S3423,Joshua Moore,Data Science,4th,ayang@example.net
S3424,Sydney Campbell,Computer Science,4th,twalker@example.org
S3425,Lauren Williams,Engineering,4th,jenniferhernandez@example.com
S3426,Lisa Clark,Computer Science,3rd,stephen21@example.com
S3427,Timothy Moyer,Engineering,4th,zimmermanmike@example.org
S3428,Allen Gillespie,Computer Science,1st,richardsonmallory@example.net
S3429,Courtney Walker,Data Science,2nd,rodriguezsarah@example.com
S3430,Troy May,Engineering,1st,adamsmith@example.net
S3431,Jeffrey Castillo,Data Science,1st,ejohnson@example.org
S3432,Thomas Mcintyre,Business Analytics,4th,christophertrujillo@example.net
S3433,Nicole Pierce,Engineering,2nd,ericperez@example.org
S3434,Nicholas Thompson,Engineering,3rd,dmcgrath@example.net
S3435,Joseph Bailey,Engineering,1st,mnielsen@example.com
S3436,Diane Lopez,Engineering,3rd,james42@example.net
S3437,Ryan Garcia,Computer Science,2nd,trujillomichael@example.com
S3438,Brianna Cabrera,Data Science,2nd,dylan11@example.com
S3439,Lisa Jones,Business Analytics,1st,scottwilliams@example.org
S3440,Tiffany Harris,Computer Science,1st,sgardner@example.org
S3441,Steven Carroll,Business Analytics,2nd,jenniferpitts@example.com
S3442,Kristen Johnson,Data Science,1st,stacey36@example.org
S3443,Susan Lawrence,Business Analytics,4th,brendagarcia@example.net
S3444,Angela Hawkins,Data Science,4th,dhenderson@example.com
S3445,Ashley Roberts,Data Science,3rd,ericaesparza@example.com
S3446,Cathy Blackwell,Data Science,2nd,robert82@example.com
S3447,Ms. Julie Foster,Engineering,1st,traci02@example.net
S3448,Karl Carpenter,Engineering,1st,robinsonbrian@example.com
S3449,Mark Williamson,Engineering,1st,elee@example.com
S3450,Jacob Johnson,Data Science,2nd,nathanchambers@example.net
S3451,Holly Kelley,Computer Science,1st,lisa16@example.org
S3452,Catherine Pruitt,Business Analytics,3rd,zgarcia@example.net
S3453,Elaine Bowman,Data Science,4th,james43@example.net
S3454,Crystal Garcia,Data Science,4th,maciasmelissa@example.org
S3455,Jody Martin DDS,Computer Science,2nd,codyhall@example.org
S3456,Michael Thomas,Business Analytics,1st,frank92@example.net
S3457,Mrs. Brittney Higgins DVM,Data Science,3rd,thorntondaniel@example.org
S3458,James Guerra,Engineering,2nd,hamiltoncassandra@example.com
S3459,Stephanie Mclaughlin,Engineering,1st,beverlyjensen@example.org
S3460,Michelle Stout,Data Science,4th,hmolina@example.net
S3461,Kayla Norton,Engineering,1st,ilong@example.org
S3462,William Martinez,Business Analytics,4th,zgriffin@example.org
S3463,Kayla Nguyen,Data Science,2nd,phoward@example.com
S3464,Jasmine Anderson,Data Science,1st,cochrantina@example.com
S3465,Logan Lopez,Computer Science,3rd,karaharris@example.com
S3466,Larry Baxter,Data Science,2nd,adamparker@example.com
S3467,Carol Williams,Data Science,3rd,nmcclure@example.com
S3468,Ronald Simpson,Data Science,3rd,cjones@example.org
S3469,John Reese,Data Science,2nd,xthomas@example.com
S3470,Jill Hernandez,Data Science,4th,jonesanne@example.org
S3471,Andrea Lopez,Business Analytics,2nd,staceywilliams@example.org
S3472,Donna Brooks,Data Science,1st,hwilson@example.com
S3473,Joshua Ramos,Engineering,3rd,patricia87@example.com
S3474,Gina Henry,Engineering,1st,gerald37@example.net
S3475,Bianca Johnson,Computer Science,3rd,heather47@example.net
S3476,Samuel Castillo,Computer Science,1st,calvin51@example.org
S3477,Brian Welch,Data Science,1st,gordonjessica@example.org
S3478,Christopher King,Engineering,2nd,simsmanuel@example.com
S3479,Jennifer Myers,Business Analytics,2nd,mgardner@example.com
S3480,Patricia Stokes,Business Analytics,3rd,cameron16@example.org
S3481,Megan Knight,Computer Science,2nd,wmejia@example.com
S3482,James Kelley DVM,Business Analytics,1st,hughestroy@example.net
S3483,Dennis Adams,Business Analytics,4th,heatherdavidson@example.net
S3484,James Hamilton,Business Analytics,2nd,sonyaallen@example.net
S3485,Betty Garner,Engineering,1st,nmoore@example.org
S3486,James Ortiz,Business Analytics,3rd,karenjones@example.org
S3487,Donald Jensen,Data Science,3rd,laurenespinoza@example.net
S3488,Cynthia Johnson,Data Science,3rd,kevinsweeney@example.com
S3489,Daniel Howard,Data Science,2nd,rgreen@example.com
S3490,Melanie Chambers,Computer Science,1st,michelefoster@example.com
S3491,Thomas Freeman,Computer Science,3rd,scott11@example.net
S3492,Joshua Rose,Data Science,1st,cmcdaniel@example.org
S3493,Tyler Costa,Computer Science,2nd,joshuadavis@example.net
S3494,Natasha Mendoza,Data Science,2nd,wilcoxdaniel@example.net
S3495,Nathaniel Lee,Engineering,1st,miaholmes@example.org
S3496,Raymond Lee,Computer Science,1st,staceylewis@example.net
S3497,Scott Evans,Data Science,2nd,glenn54@example.com
S3498,Julia Murphy,Business Analytics,4th,wernersandra@example.net
S3499,Michael Marshall,Business Analytics,4th,kerrihernandez@example.com
S3500,Chelsea Chang,Computer Science,4th,mendezjoseph@example.com
S3501,Jeffrey Allen,Computer Science,4th,tporter@example.net
S3502,Sabrina Marshall,Data Science,4th,natasha31@example.net
S3503,Jennifer Nunez,Engineering,1st,donnahammond@example.com
S3504,Nina Miller,Business Analytics,2nd,bturner@example.com
S3505,Trevor Mendez,Data Science,1st,williamhaney@example.org
S3506,Elizabeth Bell,Business Analytics,4th,whitejustin@example.org
S3507,Lucas Fernandez,Data Science,4th,hriggs@example.org
S3508,Lori Lambert,Computer Science,4th,rgreen@example.net
S3509,Jennifer Edwards,Business Analytics,1st,nicoleburns@example.net
S3510,Mercedes Hudson,Business Analytics,3rd,xrodriguez@example.org
S3511,William Holloway,Engineering,3rd,urivera@example.org
S3512,Michael Williams,Computer Science,2nd,nhouston@example.com
S3513,Chelsea George,Business Analytics,4th,mullenlisa@example.com
S3514,Brett Harvey,Data Science,4th,nwhite@example.org
S3515,Andrew Banks,Business Analytics,3rd,alexisgilbert@example.com
S3516,Daniel Bryant,Engineering,1st,timothy26@example.com
S3517,Nicholas Hicks,Business Analytics,3rd,jburgess@example.com
S3518,Natasha Russell,Data Science,2nd,conniefletcher@example.net
S3519,Ryan Jensen,Business Analytics,4th,iharris@example.com
S3520,Melissa Robinson,Data Science,2nd,kmelton@example.org
S3521,Michael Stevens,Business Analytics,4th,michellenavarro@example.net
S3522,Lauren Miller,Computer Science,3rd,frederickcheryl@example.com
S3523,Mark Garcia,Business Analytics,4th,dvance@example.com
S3524,Lindsay Warren,Computer Science,1st,lindseycarlson@example.com
S3525,Matthew May,Data Science,1st,collinsaaron@example.com
S3526,Mary Jordan,Engineering,1st,jennyrichards@example.com
S3527,Mackenzie Johnson,Computer Science,2nd,zthompson@example.org
S3528,Vickie Campbell,Data Science,2nd,umurray@example.org
S3529,Madison Carter,Business Analytics,2nd,martinsara@example.net
S3530,Todd Farrell,Business Analytics,1st,shelia33@example.net
S3531,Jennifer Fuller,Computer Science,2nd,obriensamantha@example.net
S3532,James Orozco,Data Science,3rd,darrell43@example.org
S3533,Wayne Sullivan,Data Science,4th,barnescody@example.net
S3534,Katherine Roberts,Computer Science,4th,michaelfranco@example.org
S3535,Kimberly Smith,Business Analytics,1st,lawsonheather@example.com
S3536,Jennifer Smith,Engineering,4th,steve85@example.org
S3537,Sarah Ward,Computer Science,4th,jamesdouglas@example.net
S3538,Frank Lopez,Business Analytics,4th,ruizemily@example.org
S3539,Susan Stevens,Data Science,1st,markflores@example.org
S3540,Sarah Miller,Data Science,3rd,clinton61@example.com
S3541,Laura Chavez,Business Analytics,4th,uvilla@example.com
S3542,Lauren Johnston,Data Science,4th,yroberson@example.com
S3543,Luke Molina,Computer Science,3rd,rzimmerman@example.com
S3544,Rebecca Robinson,Data Science,1st,laurie47@example.net
S3545,Allen Woods,Business Analytics,2nd,kevindurham@example.com
S3546,Richard Williams,Data Science,4th,scottsmith@example.net
S3547,Leslie Lopez,Business Analytics,4th,aaron09@example.org
S3548,Nancy Smith,Business Analytics,1st,andersondawn@example.com
S3549,Derek Moore,Business Analytics,2nd,donna97@example.org
S3550,Randall Wilson,Computer Science,2nd,ashleyevans@example.org
S3551,Adrian Munoz,Business Analytics,1st,janetsharp@example.net
S3552,David Conrad,Engineering,2nd,ddixon@example.net
S3553,Sean Johnson,Computer Science,2nd,blakemorgan@example.org
S3554,Sean Murray,Business Analytics,3rd,chris78@example.org
S3555,Stephanie Turner,Business Analytics,1st,kevingonzales@example.com
S3556,Ann Harris,Data Science,2nd,patriciagardner@example.com
S3557,Kerri Thompson,Data Science,2nd,parksdonald@example.org
S3558,Derrick Harris,Business Analytics,2nd,cody54@example.net
S3559,Michelle Jackson,Computer Science,4th,jonathan73@example.com
S3560,Linda Hale,Engineering,2nd,christopher06@example.org
S3561,James Hopkins,Computer Science,1st,xgray@example.net
S3562,Samantha Smith,Data Science,2nd,ulawrence@example.org
S3563,Jeffrey Fleming PhD,Data Science,3rd,cody54@example.net
S3564,Tyler Warren,Business Analytics,1st,turnerrichard@example.net
S3565,Kristin Griffin,Business Analytics,2nd,karen73@example.net
S3566,Elizabeth Scott,Computer Science,3rd,merickson@example.com
S3567,Carrie Farmer,Computer Science,2nd,maxwell60@example.net
S3568,Samuel Roberts,Data Science,2nd,stevenhowell@example.net
S3569,Danielle Jefferson,Data Science,2nd,loganjames@example.org
S3570,Shane Martinez,Engineering,1st,snelson@example.com
S3571,Samantha Cox,Business Analytics,2nd,monique35@example.com
S3572,Joshua Vaughn,Computer Science,1st,pmoore@example.com
S3573,Vernon Rodriguez,Data Science,4th,jyoung@example.net
S3574,Sean Andrews,Engineering,3rd,marcusjohnson@example.org
S3575,Devin Watkins,Engineering,4th,bmoran@example.org
S3576,Mandy Diaz,Computer Science,2nd,molly67@example.org
S3577,Joseph Hickman,Data Science,2nd,alanwebb@example.net
S3578,Alan Young,Data Science,1st,rharris@example.org
S3579,Charles Bender,Data Science,4th,omccoy@example.org
S3580,Yolanda Ward,Computer Science,4th,sharpgwendolyn@example.com
S3581,Amber Richardson,Computer Science,2nd,courtneyyoung@example.net
S3582,Terry George,Computer Science,2nd,ashleyking@example.net
S3583,Anthony Brown,Business Analytics,1st,lesliebrown@example.org
S3584,Sean Johns PhD,Engineering,2nd,nvaldez@example.net
S3585,Leah Nichols,Computer Science,2nd,fieldsdanielle@example.net
S3586,Kenneth Hurst,Computer Science,3rd,sarahwood@example.net
S3587,Anthony Sharp,Data Science,1st,xcrawford@example.net
S3588,Linda Campbell,Business Analytics,1st,kfischer@example.net
S3589,Lisa Baldwin,Business Analytics,2nd,wcollins@example.com
S3590,Heidi Perez,Engineering,3rd,vlam@example.org
S3591,Maria Walters,Computer Science,2nd,jennifer28@example.com
S3592,Diamond Martin,Engineering,4th,laurarobbins@example.org
S3593,Rachel Russell,Business Analytics,4th,tonyrobinson@example.net
S3594,Michael Branch,Business Analytics,2nd,xjensen@example.org
S3595,Lisa Taylor,Computer Science,1st,lozanomary@example.org
S3596,Tony Morrison,Data Science,2nd,piercetoni@example.org
S3597,Alexa Garcia,Computer Science,4th,ilittle@example.com
S3598,Lee Rich,Engineering,1st,wlowery@example.net
S3599,Charles Mccoy,Data Science,3rd,coreyadams@example.com
S3600,April Jones,Computer Science,3rd,cummingsjesse@example.com
S3601,Ray Austin,Business Analytics,3rd,rperry@example.org
S3602,Cynthia Stevenson,Computer Science,3rd,williamsrose@example.org
S3603,Hannah Garza,Computer Science,4th,heidi57@example.com
S3604,Shelby Sanchez,Business Analytics,2nd,rvaldez@example.org
S3605,Sonya Monroe,Business Analytics,2nd,shepherdjennifer@example.org
S3606,Michael Lee,Data Science,4th,teresa70@example.com
S3607,Scott Powers,Engineering,1st,trose@example.org
S3608,Tracey Parker,Computer Science,2nd,ohart@example.org
S3609,Thomas Smith,Data Science,4th,riverajames@example.net
S3610,Joanna Johnson,Engineering,3rd,powellemily@example.com
S3611,Eric Reese,Data Science,3rd,braymary@example.org
S3612,Gail Goodwin,Engineering,3rd,lindathomas@example.com
S3613,Alicia Becker,Engineering,2nd,simondawn@example.com
S3614,Jeffrey Harris,Data Science,4th,acox@example.net
S3615,Jamie Chavez,Computer Science,1st,jacobwest@example.com
S3616,Matthew Robertson,Business Analytics,1st,lori00@example.com
S3617,Melissa Cross,Engineering,1st,greg08@example.org
S3618,Benjamin Moore,Business Analytics,2nd,mathew42@example.org
S3619,Valerie Murphy,Computer Science,3rd,brian31@example.net
S3620,Kimberly Barron,Data Science,2nd,jonathanadams@example.net
S3621,Elizabeth Lynn,Engineering,1st,vanessasmith@example.com
S3622,Jordan Singh,Business Analytics,2nd,njohnson@example.com
S3623,Nathaniel Baker,Engineering,1st,davidcowan@example.com
S3624,Debbie Martinez,Engineering,2nd,ggraves@example.org
S3625,Mrs. Amy Gomez,Computer Science,2nd,edwin82@example.org
S3626,John Orr,Data Science,1st,candace18@example.com
S3627,Brenda Vaughn,Business Analytics,3rd,caitlinhoffman@example.com
S3628,Jimmy Jordan,Business Analytics,3rd,awright@example.net
S3629,Deanna Williams,Data Science,2nd,sanderssharon@example.net
S3630,Leah Grant,Data Science,3rd,morristaylor@example.net
